State,Facility,Number,Level 1,Level 2,Level 3,Not Convicted
Kansas,GRANTKS - GRANT COUNTY JAIL,31,3%,0%,19%,77%
Kansas,GRAYCKS - GRAY COUNTY JAIL,6,17%,0%,67%,17%
Kansas,GRELYKS - GREELEY COUNTY SHERIFF/JAIL,1,0%,0%,0%,100%
Kansas,HAMILKS - HAMILTON COUNTY JAIL,17,12%,6%,12%,71%
Kansas,HARPEKS - HARPER COUNTY JAIL,5,0%,0%,0%,100%
Kansas,HARVEKS - HARVEY COUNTY JAIL,19,0%,0%,11%,89%
Kansas,HDGMNKS - HODGEMAN COUNTY JAIL,3,0%,0%,0%,100%
Kansas,"JACKSKS - JACKSON COUNTY DET CTR,KS",24,0%,4%,25%,71%
Kansas,JEFFEKS - JEFFERSON COUNTY JAIL,1,0%,0%,100%,0%
Kansas,JOHNAKS - JOHNSON CO AIRPORT ADC,152,3%,3%,23%,70%
Kansas,JOHNSKS - JOHNSON COUNTY SHERIFF/JAIL,485,5%,5%,22%,69%
Kansas,JOJUVKS - JOHNSON COUNTY JUVENILE,12,8%,0%,17%,75%
Kansas,KEACOKS - KEARNY COUNTY JAIL,3,33%,0%,33%,33%
Kansas,KINGMKS - KINGMAN COUNTY JAIL,16,0%,6%,13%,81%
Kansas,KIOWAKS - KIOWA COUNTY JAIL,6,0%,0%,33%,67%
Kansas,KSELLCF - ELLSWORTH CORR. FACILITY,10,40%,0%,0%,60%
Kansas,KSELPCF - EL DORADO CORR. FACILITY,89,16%,4%,9%,71%
Kansas,KSHUTCF - HUTCH. CORR. FACILITY,18,28%,0%,6%,67%
Kansas,KSLANSP - LANSING STATE PEN.,5,0%,0%,0%,100%
Kansas,KSNORCF - NORTON CORRECTIONAL FAC.,28,14%,4%,14%,68%
Kansas,KSTOPCC - TOPEKA CORR. CENTER,1,100%,0%,0%,0%
Kansas,KSWINCF - WINFIELD CORR. FACILITY,1,0%,0%,0%,100%
Kansas,LEAVEKS - LEAVENWORTH COUNTY JAIL,15,0%,7%,13%,80%
Kansas,LYONJKS - LYON COUNTY JAIL,23,4%,4%,22%,70%
Kansas,MARIOKS - MARION COUNTY SHERIFF/JAIL,1,0%,0%,0%,100%
Kansas,MEADEKS - MEADE COUNTY JAIL,29,3%,0%,14%,83%
Kansas,MIAMIKS - MIAMI COUNTY SHERIFF'S OFFICE,4,0%,25%,0%,75%
Kansas,MONTJKS - MONT CO DEPT OF CORR,16,0%,6%,19%,75%
Kansas,NEOSHKS - NEOSHA COUNTY SHERIFF/JAIL,4,0%,0%,0%,100%
Kansas,NORTOKS - NORTON COUNTY JAIL,1,0%,0%,0%,100%
Kansas,PAWNEKS - PAWNEE COUNTY JAIL,1,0%,0%,100%,0%
Kansas,POTTAKS - POTTAWATONIE COUNTY SHERIFF,5,20%,0%,20%,60%
Kansas,PRATTKS - PRATT COUNTY DETENTION CENTER,8,0%,0%,25%,75%
Kansas,RENOJKS - RENO COUNTY JAIL,33,0%,0%,12%,88%
Kansas,RICECKS - RICE COUNTY DET CENTER,16,6%,0%,19%,75%
Kansas,RILEYKS - RILEY COUNTY SHERIFF,54,0%,0%,26%,74%
Kansas,SALINKS - SALINE COUNTY JAIL,60,2%,2%,23%,73%
Kansas,SALJUKS - SALINE COUNTY JUVENILE DET. CENTER,2,0%,0%,50%,50%
Kansas,SEDGWKS - SEDGWICK COUNTY JAIL,331,5%,2%,25%,69%
Kansas,SEWARKS - SEWARD COUNTY JAIL,106,5%,2%,17%,76%
Kansas,SHACOKS - SHAWNEE COUNTY DEPT OF CORR.,169,2%,2%,22%,74%
Kansas,STANTKS - STANTON COUNTY JAIL,6,0%,0%,0%,100%
Kansas,STEVEKS - STEVENS COUNTY JAIL,4,0%,25%,50%,25%
Kansas,THOMAKS - THOMAS COUNTY JAIL,3,0%,0%,33%,67%
Kansas,TREGOKS - TREGO COUNTY JAIL,2,0%,0%,0%,100%
Kansas,ULYSSKS - ULYSSES POLICE DEPT.,1,0%,0%,0%,100%
Kansas,"USMKANS - US MARSHALS, WICHITA,KS",105,34%,8%,33%,25%
Kansas,"USMKS - US MARSHALS - KANSAS CITY, KS",2,50%,0%,0%,50%
Kansas,WICHOLD - WICHITA HOLDROOM,3,0%,0%,0%,100%
Kansas,WYANDKS - WYANDOTTE COUNTY JAIL,576,3%,2%,14%,82%
Kansas,WYJUVKS - WYANDOTTE COUNTY JUVENILE,1,0%,0%,0%,100%
Kentucky,ADAIRKY - ADAIR COUNTY REGIONAL JAIL,25,4%,8%,24%,64%
Kentucky,ALLENKY - ALLEN COUNTY DETENTION CENTER,12,25%,0%,25%,50%
Kentucky,BARREKY - BARREN COUNTY DET. CENTER,39,3%,3%,44%,51%
Kentucky,BLGHOLD - BOWLING GREEN HOLD ROOM,1,0%,0%,0%,100%
Kentucky,BLLRDKY - BALLARD COUNTY JAIL,10,60%,0%,0%,40%
Kentucky,BOONEKY - BOONE COUNTY JAIL,12,0%,0%,17%,83%
Kentucky,BOPASH - ASHLAND FED.CORR.INST.,14,21%,7%,50%,21%
Kentucky,BOPBSY - BIG SANDY USP,80,43%,6%,33%,19%
Kentucky,BOPLEX - LEXINTON FED.MED CENTER,55,58%,4%,25%,13%
Kentucky,BOPMAN - MANCHESTER FED CORR INSTR,144,40%,8%,28%,24%
Kentucky,BOPMCR - MCCREARY USP,36,42%,14%,28%,17%
Kentucky,BOURBKY - BOURBON CO DET CENTER,7,14%,0%,71%,14%
Kentucky,BOYLEKY - BOYLE COUNTY DETENTION CENTER,42,2%,7%,43%,48%
Kentucky,BUTLEKY - BUTLER COUNTY JAIL,7,0%,0%,14%,86%
Kentucky,CALDWKY - CALDWELL COUNTY JAIL,3,0%,0%,100%,0%
Kentucky,CALWYKY - CALLOWAY COUNTY JAIL,14,7%,0%,43%,50%
Kentucky,CARROKY - CARROLL COUNTY DET CTR,23,0%,4%,52%,43%
Kentucky,CHRISKY - CHRISTIAN COUNTY JAIL,39,5%,10%,44%,41%
Kentucky,FAYETKY - FAYETTE COUNTY DETENTION CENTER,199,4%,1%,14%,81%
Kentucky,FRANKKY - FRANKLIN CO. REGION JAIL,10,10%,0%,10%,80%
Kentucky,FULTNKY - FULTON COUNTY JAIL,7,0%,0%,43%,57%
Kentucky,GRANTKY - GRANT DETENTION CENTER,1,0%,0%,0%,100%
Kentucky,GRAVSKY - GRAVES COUNTY DETENTION CENTER,58,10%,9%,31%,50%
Kentucky,GRAYSKY - GRAYSON COUNTY DETENTION CENTER,3,0%,0%,100%,0%
Kentucky,GRYDCKY - GRAYSON COUNTY DET. CENTER,2,0%,0%,50%,50%
Kentucky,HARDIKY - HARDIN COUNTY DET. CENTER,60,8%,2%,55%,35%
Kentucky,HARTCKY - HART COUNTY DETENTION CENTER,11,0%,9%,73%,18%
Kentucky,HENDEKY - HENDERSON CO DET CENTER,6,0%,0%,33%,67%
Kentucky,HPKNSKY - HOPKINS COUNTY JAIL,5,0%,0%,40%,60%
Kentucky,JEFFEKY - JEFFERSON COUNTY JAIL,460,6%,4%,37%,54%
Kentucky,KENTOKY - KENTON COUNTY JAIL,19,0%,5%,11%,84%
Kentucky,KYEKECC - EASTERN KENTUCKY CORR COM,2,0%,0%,0%,100%
Kentucky,KYGRRCC - GREEN RIVER CORR COMPLEX,3,67%,33%,0%,0%
Kentucky,KYROECC - ROEDERER CORR COMPLEX,10,20%,0%,20%,60%
Kentucky,KYSTREF - KENTUCKY ST REFORMATORY,1,0%,0%,0%,100%
Kentucky,LARUEKY - LARUE COUNTY,28,0%,7%,29%,64%
Kentucky,LINCOKY - LINCOLN COUNTY REGIONAL JAIL,5,0%,20%,0%,80%
Kentucky,LOGANKY - LOGAN COUNTY DETENTION CENTER,19,5%,0%,53%,42%
Kentucky,LOUHOLD - LOUISVILLE HOLD ROOM,32,3%,0%,6%,91%
Kentucky,MARIOKY - MARION COUNTY DETENTION CENTER,3,0%,0%,67%,33%
Kentucky,MASONKY - MASON COUNTY DET CTR,7,0%,0%,43%,57%
Kentucky,MCCRAKY - MCCRACKEN COUNTY JAIL,36,8%,0%,28%,64%
Kentucky,MCLVLKY - METROPOLITAN CORR. SVCS. DEPT.,3,0%,0%,0%,100%
Kentucky,MLNBGKY - MUHLENBERG CO. DETENTION CENTER,1,0%,0%,0%,100%
Kentucky,MONROKY - MONROE CO. CORRECTIONAL CENTER,13,0%,8%,46%,46%
Kentucky,OLDHAKY - OLDHAM COUNTY JAIL,47,4%,0%,51%,45%
Kentucky,PULASKY - PULASKI COUNTY DETENTION CENTER,44,5%,0%,57%,39%
Kentucky,SCOTTKY - SCOTT COUNTY DETENTION CENTER,16,6%,0%,6%,88%
Kentucky,SHELBKY - SHELBY COUNTY DET CTR,328,6%,2%,51%,41%
Kentucky,TODDCKY - TODD COUNTY DETENTION CENTER,5,20%,0%,60%,20%
Kentucky,"USMEDKY - US MARSHALS, EAST DIST KY",18,28%,0%,39%,33%
Kentucky,"USMWDKY - US MARSHALS, WEST DIST KY",73,22%,12%,49%,16%
Kentucky,WARREKY - WARREN COUNTY REGIONAL,128,5%,3%,45%,47%
Kentucky,WOODFKY - WOODFORD COUNTY SHERIFF/JAIL,50,0%,10%,44%,46%
Louisiana,ACADILA - ACADIA PARISH DET. CENTER,34,18%,3%,32%,47%
Louisiana,ALPARLA - ALLEN PARISH JAIL,1,0%,0%,0%,100%
Louisiana,ASNSNLA - ASCENSION PARISH PRISON,73,5%,4%,36%,55%
Louisiana,AVPARLA - AVOYELLES PARISH PRISON,2,0%,50%,0%,50%
Louisiana,BASILLA - BASILE DETENTION CENTER,7,14%,0%,29%,57%
Louisiana,BEAURLA - BEAUREGARD PARISH JAIL,4,0%,25%,0%,75%
Louisiana,BOPOAD - OAKDALE FED.DET.CENTER,61,43%,3%,36%,18%
Louisiana,BOPOAK - OAKDALE FED.CORR.INST.,40,45%,5%,25%,25%
Louisiana,BOPPOL - POLLOCK USP,71,31%,6%,48%,15%
Louisiana,BOPPOM - POLLOCK F.C.I.,427,41%,4%,39%,17%
Louisiana,BOSSRLA - BOSSIER PARISH COR. CENTER,170,2%,1%,14%,84%
Louisiana,BSRCTLA - BOSSIER CITY POLICE DEPT.,7,0%,0%,14%,86%
Louisiana,CADDOLA - CADDO PARISH COR. CENTER,88,1%,1%,19%,78%
Louisiana,CALCALA - CALCASIEU PARISH PRISON,30,10%,3%,0%,87%
Louisiana,CALDWLA - CALDWELL PAR DET CENTER,1,0%,0%,100%,0%
Louisiana,CAMERLA - CAMERON PARISH JAIL,2,0%,0%,0%,100%
Louisiana,CATAHLA - CATAHOULA CORRECTIONAL CENTER,5,40%,20%,20%,20%
Louisiana,CINC2LA - CINC II,4,0%,0%,25%,75%
Louisiana,CLAIBLA - CLAIBORNE PARISH DET CENTER,5,0%,0%,0%,100%
Louisiana,CONCOLA - CONCORDIA PARISH C C,5,0%,0%,40%,60%
Louisiana,DESOTLA - DESOTO PARISH DETENTION CENTER,4,0%,0%,25%,75%
Louisiana,EBATOLA - EAST BATON ROUGE JAIL,208,3%,2%,17%,78%
Louisiana,EFELILA - EAST FELICIANA PAR. PRISON,2,0%,0%,0%,100%
Louisiana,EVANGLA - EVANGELINE PARISH JAIL,14,0%,0%,7%,93%
Louisiana,FRANKLA - FRANKLIN PARISH DET. CENTER,9,33%,0%,44%,22%
Louisiana,GRANTLA - GRANT PARISH DETENTION CENTER,1,0%,0%,0%,100%
Louisiana,HMMNDLA - HAMMOND PD CITY JAIL,1,0%,0%,0%,100%
Louisiana,IBERILA - IBERIA PARISH JAIL,64,5%,2%,20%,73%
Louisiana,IBERVLA - IBERVILLE PARISH JAIL,6,17%,0%,33%,50%
Louisiana,JACKSLA - JACKSON PARISH JAIL,4,50%,0%,25%,25%
Louisiana,JEFFDLA - JEFFERSON DAVIS COR. CENTER,21,0%,0%,0%,100%
Louisiana,JEFFELA - JEFFERSON PARISH COR. CENTER,468,1%,0%,4%,94%
Louisiana,JENADLA - JENA/LASALLE DETENTION FACILITY,3,33%,0%,33%,33%
Louisiana,JOHNBLA - JOHN THE BAPTIST PAR.JAIL,2,0%,0%,0%,100%
Louisiana,KENNRLA - KENNER POLICE DEPT. JAIL,120,0%,1%,5%,94%
Louisiana,LAAVOCC - AVOYELLES PARISH CORR CTR,4,25%,0%,25%,50%
Louisiana,LAFAYLA - LAFAYETTE PARISH CORR CNT,251,2%,1%,15%,83%
Louisiana,LAHUNCI - HUNT CORR INSTITUTE,1,0%,0%,0%,100%
Louisiana,LASALLA - LASALLE PARISH CORRECT.CTR,8,13%,25%,25%,38%
Louisiana,LFRCHLA - LAFOURCHE PARISH JAIL,34,3%,3%,0%,94%
Louisiana,LINCOLA - LINCOLN PARISH COR. CENTER,11,0%,0%,27%,73%
Louisiana,MADISLA - MADISON PARISH DET CENTER,12,25%,17%,33%,25%
Louisiana,MOREHLA - MOREHOUSE PAR DET CENTER,1,0%,100%,0%,0%
Louisiana,MRGANLA - MORGAN CITY PD JAIL,9,0%,0%,11%,89%
Louisiana,NATCHLA - NATCHITOCHES PARISH DET. CENTER,14,7%,0%,0%,93%
Louisiana,OAK - OAKDALE FED. DET. CENTER,5,40%,0%,0%,60%
Louisiana,OAKHOLD - OAKDALE HOLDING ROOM,2,0%,0%,0%,100%
Louisiana,ORPARLA - ORLEANS PARISH SHERIFF,276,1%,1%,8%,89%
Louisiana,OUACHLA - OUACHITA PARISH COR. CENTER,116,3%,0%,16%,80%
Louisiana,PINEPLA - PINE PRAIRIE CORRECTIONAL CENTER,1,100%,0%,0%,0%
Louisiana,PLAQULA - PLAQUEMINES PARISH DET. CENTER,16,0%,6%,19%,75%
Louisiana,PTCOULA - PT COUPEE PAR DETEN. CNTS,1,0%,0%,0%,100%
Louisiana,RICHLLA - RICHLAND PARISH DETENTION CENTER,8,13%,13%,38%,38%
Louisiana,RIVJVLA - RIVARDE JUVENILE DET. CENTER,1,100%,0%,0%,0%
Louisiana,SABINLA - SABINE PARISH DETENTION FACILITY,9,0%,11%,44%,44%
Louisiana,SBADULA - ST. BERNARD PARISH JAIL ADULT FACI,42,5%,2%,7%,86%
Louisiana,SBJUVLA - ST BERNARD PARISH JUVENILE,5,0%,20%,0%,80%
Louisiana,SCHLSLA - ST. CHARLES CORR. CENTER,7,0%,0%,0%,100%
Louisiana,SHREVLA - SHREVEPORT CITY JAIL,14,0%,0%,7%,93%
Louisiana,SLIDLLA - SLIDELL PD JAIL,6,0%,17%,17%,67%
Louisiana,SMCORLA - ST MARTIN PARISH CORR CNT,4,25%,0%,25%,50%
Louisiana,SMPARLA - ST. MARTIN PARISH PRISON,3,0%,0%,0%,100%
Louisiana,STCHRLA - ST CHARLES PARISH JAIL,67,1%,3%,16%,79%
Louisiana,STHELLA - ST. HELENA PARISH SHERIFF/JAIL,3,0%,0%,0%,100%
Louisiana,STJHNLA - ST JOHN PARISH JAIL,16,0%,0%,19%,81%
Louisiana,STJMSLA - ST JAMES PARISH JAIL,8,0%,0%,13%,88%
Louisiana,STLANLA - ST LANDRY PARISH JAIL,22,5%,0%,9%,86%
Louisiana,STMRYLA - ST MARY PARISH JAIL,88,6%,2%,15%,77%
Louisiana,STTAMLA - ST TAMMANY PARISH JAIL,152,3%,3%,12%,83%
Louisiana,TANGILA - TANGIPAHOA PARISH JAIL,20,5%,0%,30%,65%
Louisiana,TENSALA - TENSAS PARISH DET. CNTR.,3,0%,0%,0%,100%
Louisiana,TERRELA - TERREBONNE PARISH PRISON,116,1%,1%,6%,92%
Louisiana,UNIONLA - UNION PARISH DETENTION CENTER,35,0%,0%,23%,77%
Louisiana,"USMEDLA - US MARSHALS, E.D. LA.",35,29%,17%,23%,31%
Louisiana,"USMLALA - US MARSHALS-LAYFAYETTE, LA",1,100%,0%,0%,0%
Louisiana,"USMWDLA - US MARSHALS, W.D. LA.",26,12%,4%,35%,50%
Louisiana,VERMILA - VERMILLION PARISH JAIL,17,12%,0%,12%,76%
Louisiana,WASHILA - WASHINGTON PARISH JAIL,2,0%,0%,50%,50%
Louisiana,WBATOLA - WEST BATON ROUGE DET CTR,29,3%,0%,48%,48%
Louisiana,WCARRLA - WEST CARROLL DETENTION CTR,11,36%,0%,27%,36%
Louisiana,WEBSTLA - WEBSTER PARISH JAIL,7,14%,0%,14%,71%
Louisiana,WESMOLA - WEST MONROE CORR. DEPT,4,0%,0%,0%,100%
Maine,ANDROME - ANDROSCOGGIN COUNTY JAIL,3,0%,0%,67%,33%
Maine,CUMBEME - CUMBERLAND COUNTY JAIL,44,5%,7%,16%,73%
Maine,HANCOME - HANCOCK COUNTY JAIL,1,0%,0%,0%,100%
Maine,KENNEME - KENNEBEC COUNTY JAIL,1,0%,0%,0%,100%
Maine,MECCWIN - MAINE CORRECTIONAL CENTER,4,0%,0%,0%,100%
Maine,MECKLN2 - MECKLENBURG COUNTY JAIL CENTRAL,846,7%,7%,32%,54%
Maine,MEDOCAU - MAINE DEPT OF CORRECTIONS,1,100%,0%,0%,0%
Maine,MESPTHO - MAINE STATE PRISON,6,17%,0%,33%,50%
Maine,OXFORME - OXFORD COUNTY JAIL,1,0%,0%,0%,100%
Maine,PENOBME - PENOBSCOT COUNTY JAIL,1,0%,0%,0%,100%
Maine,PISCAME - PISCATAGUIS COUNTY JAIL,1,0%,0%,0%,100%
Maine,"POMHOLD - PORTLAND, ME HOLDROOM",1,0%,0%,0%,100%
Maine,SOMERME - SOMERSET COUNTY JAIL,2,50%,0%,0%,50%
Maine,"USMME - US MARSHALS, MAINE",5,20%,20%,20%,40%
Maine,WASHIME - WASHINGTON COUNTY JAIL,1,0%,0%,0%,100%
Maine,YORKCME - YORK COUNTY JAIL,25,12%,12%,24%,52%
Maryland,"AACSDMD - ANNE ARUNDEL COUNTY PD, SD",2,0%,0%,0%,100%
Maryland,ALLEGMD - ALLEGHENY DETENTION FAC.,4,25%,0%,25%,50%
Maryland,ANNEAMD - ANNE ARUNDEL CTY DET CNTR,491,3%,4%,17%,76%
Maryland,ANPLSMD - ANNAPOLIS POLICE DEPT.,2,0%,0%,0%,100%
Maryland,BALCEMD - BALT CITY CENTRAL,229,6%,6%,15%,73%
Maryland,BALCOMD - BALTIMORE COUNTY DET. CENTER,449,8%,5%,18%,69%
Maryland,BALHOLD - BAL D D & P,8,13%,0%,0%,88%
Maryland,BALNWMD - BALTO.CITY NORTHWESTERN,12,25%,0%,8%,67%
Maryland,BALSWMD - BALT CITY SOUTHWESTERN,1,0%,0%,100%,0%
Maryland,BALWMMD - BALTIMORE PD-#9 WHITE MARSH,10,0%,0%,0%,100%
Maryland,BOPCUM - CUMBERLAND FCI,17,29%,0%,35%,35%
Maryland,CALVEMD - CALVERT COUNTY SHERIFF,39,0%,5%,18%,77%
Maryland,CARLNMD - CAROLINE COUNTY DET CENTER,33,6%,0%,48%,45%
Maryland,CARROMD - CARROLL COUNTY DETENTION CENTER,38,3%,0%,21%,76%
Maryland,CECILMD - CECIL COUNTY DETENTION,14,14%,14%,7%,64%
Maryland,CHARLMD - CHARLES COUNTY DET CNTR,67,3%,7%,21%,69%
Maryland,DORCHMD - DORCHESTER CO DET CNTR,24,0%,4%,21%,75%
Maryland,FREDEMD - FREDERICK COUNTY DET. CEN,201,6%,2%,27%,64%
Maryland,HARFOMD - HARFORD COUNTY DETENTION,63,2%,3%,27%,68%
Maryland,HOWARMD - HOWARD COUNTY DET CNTR,205,5%,4%,19%,72%
Maryland,KENTCMD - KENT CO. DET. CENTER,22,0%,0%,27%,73%
Maryland,MDBCBIC - BALTIMORE CITY DETENTION CENTER,113,13%,7%,27%,52%
Maryland,MDEASCI - EASTERN CORRECTIONAL INST,4,75%,0%,0%,25%
Maryland,MDHAGCI - MCI HAGERSTOWN,104,41%,9%,8%,42%
Maryland,MDJESCF - JESSUP COR. FAC.,17,41%,0%,0%,59%
Maryland,MDMETRO - MARYLAND TRANSITION CENTER,7,29%,0%,0%,71%
Maryland,MDPATCF - PATUXENT CORRECTIONAL FAC,1,100%,0%,0%,0%
Maryland,MDRECDC - MD RECEPTION DIAGN. CENT.,32,31%,3%,3%,63%
Maryland,MDROXCI - ROXBURY CORRECTIONAL INST,1,0%,0%,0%,100%
Maryland,MONTGMD - MONTGOMERY COUNTY DET.,672,8%,5%,20%,67%
Maryland,PRINCMD - PRINCE GEORGES CO DET CEN,874,7%,4%,12%,77%
Maryland,QUEENMD - QUEEN ANNE CO DET CENTER,47,2%,0%,23%,74%
Maryland,SMARYMD - ST. MARY'S CO DET CNTR,18,0%,6%,17%,78%
Maryland,SOMERMD - SOMERSET COUNTY DET CENTER,12,8%,0%,50%,42%
Maryland,TALBTMD - TALBOT COUNTY DET CENTER,46,2%,4%,30%,63%
Maryland,"USMMD - US MARSHALS,MARYLAND",84,35%,6%,27%,32%
Maryland,WASHIMD - WASHINGTON CO. DETENTION,28,7%,0%,25%,68%
Maryland,WICOMMD - WICOMICO CO DET,144,1%,3%,13%,84%
Maryland,WORCEMD - WORCESTER CO. JAIL,74,9%,5%,23%,62%
Massachusetts,BARNSMA - BARNSTABLE COUNTY,48,13%,0%,21%,67%
Massachusetts,BERKSMA - BERKSHIRE CNTY PITTSFIELD,8,0%,0%,50%,50%
Massachusetts,BOPDEV - DEVENS FMC,15,47%,7%,7%,40%
Massachusetts,"BOSD3MA - BOSTON POLICE DEPT, DISTRICT #3",15,7%,0%,0%,93%
Massachusetts,BOSHOLD - BOSTON HOLDROOM,43,9%,0%,12%,79%
Massachusetts,BOSPDMA - BOSTON POLICE DEPT,94,11%,0%,13%,77%
Massachusetts,BPC - BOSTON SPC,3,0%,0%,0%,100%
Massachusetts,BRAPDMA - BRAINTREE POLICE DEPT,4,0%,0%,0%,100%
Massachusetts,"BRINBMA - BRISTOL CTY, NEW BEDFORD",11,9%,0%,36%,55%
Massachusetts,BRINDMA - BRISTOL CNTY NDARTMOUTH,99,22%,5%,28%,44%
Massachusetts,BRKLNMA - BROOKLINE POLICE DEPT.,2,0%,0%,0%,100%
Massachusetts,CAMPDMA - CAMBRIDGE POLICE DEPT,13,0%,0%,0%,100%
Massachusetts,DEDPDMA - DEDHAM POLICE DEPT,1,0%,0%,100%,0%
Massachusetts,DUKESMA - DUKES COUNTY JAIL,45,9%,0%,20%,71%
Massachusetts,"ESSEXMA - ESSEX CO. JAIL, MIDDLETON",255,16%,3%,22%,59%
Massachusetts,FITPDMA - FITCHBURG POLICE DEPT,2,0%,50%,0%,50%
Massachusetts,GREENMA - GREENFIELD HOUSE OF CORR.,2,100%,0%,0%,0%
Massachusetts,HAMPDMA - HAMPDEN CO.HOUSE OF CORR.,51,18%,4%,53%,25%
Massachusetts,HAMPSMA - HAMPSHR CNTY NORTHAMPTON,4,0%,0%,0%,100%
Massachusetts,LANCAMA - LANCASTER HOC,1,0%,0%,0%,100%
Massachusetts,LAWPDMA - LAWRENCE POLICE DEPT,25,4%,0%,12%,84%
Massachusetts,LEOPDMA - LEOMINSTER POLICE DEPT,4,25%,0%,25%,50%
Massachusetts,"MABAYSC - BAY STATE CORR, NORFOLK",13,85%,0%,8%,8%
Massachusetts,MABSHOS - BWATER ST HOSP BRIDGEWATE,4,25%,0%,0%,75%
Massachusetts,MACICED - MCI CEDAR JUNCTION,77,64%,1%,21%,14%
Massachusetts,MACICON - MCI CONCORD,29,69%,0%,7%,24%
Massachusetts,MACINOR - MCI NORFOLK,20,80%,0%,5%,15%
Massachusetts,MACISHI - MCI SHIRLEY,33,64%,6%,18%,12%
Massachusetts,"MACUFRA - MCI, FRAMINGHAM",38,18%,11%,18%,53%
Massachusetts,MANCCIG - NCCI GARDNER,17,76%,0%,18%,6%
Massachusetts,"MAOLCOL - OLD COLONY, BRIDGEWATER",6,100%,0%,0%,0%
Massachusetts,MAPONDC - PONDVIL CORR NORFOLK,1,0%,0%,0%,100%
Massachusetts,MASECOC - SE COR CNTR BRIDGEWATER,2,100%,0%,0%,0%
Massachusetts,MASMIDX - S MIDLSX PRRELEAS FRAMING,2,0%,0%,0%,100%
Massachusetts,MASOBAR - SOUSA-BARANOWSKI CORR. CENTER,3,0%,33%,67%,0%
Massachusetts,MASTATP - MASSACHUSETTS STATE POLICE,50,14%,2%,10%,74%
Massachusetts,MIDBIMA - MIDDLESEX COUNTY H.O.C.-BILLERICA,82,18%,5%,26%,51%
Massachusetts,MIDCAMA - MIDDLESEX COUNTY-CAMBRIDGE,192,10%,4%,21%,65%
Massachusetts,NASHUMA - NASHUA ST. JAIL,53,15%,4%,17%,64%
Massachusetts,NATTLMA - NORTH ATTLEBORO POLICE DEPT.,1,0%,0%,0%,100%
Massachusetts,NORFOMA - NORFLK CNTY DEDHAM,41,17%,2%,17%,63%
Massachusetts,PLYMOMA - PLYMOUTH COUNTY H.O.C.,80,25%,6%,25%,44%
Massachusetts,SUFFOMA - SUFFOLK HOC SBAY,97,21%,4%,22%,54%
Massachusetts,"USMBOMA - US MARSHALS, BOSTON,MA",35,31%,9%,26%,34%
Massachusetts,WLTHMMA - WALTHAM POLICE DEPT.,15,13%,0%,27%,60%
Massachusetts,WORSTMA - WRSTR CNTY W BOYLSTON,98,28%,7%,22%,43%
Michigan,ALGERMI - ALGER COUNTY JAIL,1,0%,0%,0%,100%
Michigan,"ALLEGMI - ALLEGAN CO. SHER. ALL.,MI",76,7%,1%,57%,36%
Michigan,ALNPKMI - ALLEN PARK POLICE DEPT.,2,0%,50%,50%,0%
Michigan,"ALPENMI - ALPENA CO, ALPENA,MI.",1,0%,0%,0%,100%
Michigan,"ALYOUMI - ALLEGAN CO YOUTH, ALL.MI.",1,0%,0%,0%,100%
Michigan,ANTRMMI - ANTRIM COUNTY SHERIFF/JAIL,7,0%,0%,14%,86%
Michigan,BARRYMI - BARRY COUNTY JAIL,6,17%,17%,17%,50%
Michigan,"BAYCOMI - BAY CO. JAIL, BAY CTY,MI.",4,50%,25%,0%,25%
Michigan,"BENZIMI - BENZIE CO., BEULAH, MI",2,0%,0%,0%,100%
Michigan,"BERRIMI - BERRIEN CO, ST.JO.,MI",51,4%,6%,49%,41%
Michigan,"BETGRMI - BETHANY C.S.,GRAND RAPIDS",2,0%,50%,0%,50%
Michigan,BOPMIL - MILAN FED.CORR.INST.,47,26%,4%,34%,36%
Michigan,"BRANCMI - BRANCH CO, COLDWATER, MI",21,14%,14%,43%,29%
Michigan,"CALHOMI - CALHOUN CO., BATTLE CR,MI",70,4%,1%,63%,31%
Michigan,CANTNMI - CANTON TOWNSHIP POLICE DEPT.,12,8%,0%,0%,92%
Michigan,"CARCTMI - CARSON CITY, CARSON, MI",1,0%,0%,100%,0%
Michigan,"CARTFMI - CARSON CTY TEM FAC,CARSON",1,0%,0%,100%,0%
Michigan,"CASSOMI - CASS CO., CASSOPOLIS,MI",23,4%,9%,48%,39%
Michigan,"CEGLEMI - CHARLES EGLER FAC,JACKSON",15,73%,7%,13%,7%
Michigan,"CHIPPMI - CHIPPEWA CO., SSM",5,20%,20%,40%,20%
Michigan,CLINTMI - CLINTON COUNTY JAIL,13,8%,8%,46%,38%
Michigan,"CRAWFMI - CRAWFORD CO, GRAYLING,MI.",1,0%,0%,100%,0%
Michigan,"CVOIXMI - CHARLEVOIX CO, CHARLEV,MI",1,0%,0%,100%,0%
Michigan,DBHTSMI - DEARBORN HEIGHTS POLICE DEPT.,4,0%,0%,25%,75%
Michigan,DEAPDMI - DEARBORN POLICE DEPT.,29,0%,10%,17%,72%
Michigan,"DEHOSMI - DET RECEIVING HOSP,DET,MI",1,0%,0%,0%,100%
Michigan,"DETHOLD - U.S. IMMIGRATION, DETROIT",20,5%,10%,25%,60%
Michigan,"DICKIMI - DICKINSON CO.,IRON MT.,MI",1,0%,0%,0%,100%
Michigan,DPD01MI - DETROIT POLICE 1ST PCT.,6,0%,0%,0%,100%
